"ensembl_transcript_id","mgi_symbol","transcript_biotype","description"
"ENSMUST00000147443","Nlgn3","protein_coding_CDS_not_defined","neuroligin 3 [Source:MGI Symbol;Acc:MGI:2444609]"
"ENSMUST00000117901","Zmym3","protein_coding","zinc finger, MYM-type 3 [Source:MGI Symbol;Acc:MGI:1927231]"
"ENSMUST00000114574","Glp1r","protein_coding","glucagon-like peptide 1 receptor [Source:MGI Symbol;Acc:MGI:99571]"
"ENSMUST00000033673","Nono","protein_coding","non-POU-domain-containing, octamer binding protein [Source:MGI Symbol;Acc:MGI:1855692]"
"ENSMUST00000126019","Nono","retained_intron","non-POU-domain-containing, octamer binding protein [Source:MGI Symbol;Acc:MGI:1855692]"
"ENSMUST00000024829","Abcg1","protein_coding","ATP binding cassette subfamily G member 1 [Source:MGI Symbol;Acc:MGI:107704]"
"ENSMUST00000236427","Abcg1","protein_coding","ATP binding cassette subfamily G member 1 [Source:MGI Symbol;Acc:MGI:107704]"
"ENSMUST00000115660","Slc35a2","protein_coding","solute carrier family 35 (UDP-galactose transporter), member A2 [Source:MGI Symbol;Acc:MGI:1345297]"
"ENSMUST00000208023","Slc35a2","retained_intron","solute carrier family 35 (UDP-galactose transporter), member A2 [Source:MGI Symbol;Acc:MGI:1345297]"
"ENSMUST00000115663","Slc35a2","protein_coding","solute carrier family 35 (UDP-galactose transporter), member A2 [Source:MGI Symbol;Acc:MGI:1345297]"
"ENSMUST00000153620","Slc35a2","protein_coding","solute carrier family 35 (UDP-galactose transporter), member A2 [Source:MGI Symbol;Acc:MGI:1345297]"
"ENSMUST00000123277","Slc35a2","protein_coding","solute carrier family 35 (UDP-galactose transporter), member A2 [Source:MGI Symbol;Acc:MGI:1345297]"
"ENSMUST00000033497","Pqbp1","protein_coding","polyglutamine binding protein 1 [Source:MGI Symbol;Acc:MGI:1859638]"
"ENSMUST00000236745","Ubash3a","protein_coding","ubiquitin associated and SH3 domain containing, A [Source:MGI Symbol;Acc:MGI:1926074]"
"ENSMUST00000236599","Ubash3a","retained_intron","ubiquitin associated and SH3 domain containing, A [Source:MGI Symbol;Acc:MGI:1926074]"
"ENSMUST00000041096","Pcsk1n","protein_coding","proprotein convertase subtilisin/kexin type 1 inhibitor [Source:MGI Symbol;Acc:MGI:1353431]"
"ENSMUST00000115642","Hdac6","protein_coding","histone deacetylase 6 [Source:MGI Symbol;Acc:MGI:1333752]"
"ENSMUST00000024832","Rsph1","protein_coding","radial spoke head 1 homolog (Chlamydomonas) [Source:MGI Symbol;Acc:MGI:1194909]"
"ENSMUST00000235144","Rsph1","protein_coding","radial spoke head 1 homolog (Chlamydomonas) [Source:MGI Symbol;Acc:MGI:1194909]"
"ENSMUST00000236752","Gm8437","processed_transcript","predicted gene 8437 [Source:MGI Symbol;Acc:MGI:3642987]"
"ENSMUST00000235719","Pde9a","protein_coding","phosphodiesterase 9A [Source:MGI Symbol;Acc:MGI:1277179]"
"ENSMUST00000124902","Pde9a","nonsense_mediated_decay","phosphodiesterase 9A [Source:MGI Symbol;Acc:MGI:1277179]"
"ENSMUST00000235639","Pde9a","protein_coding","phosphodiesterase 9A [Source:MGI Symbol;Acc:MGI:1277179]"
"ENSMUST00000136384","Pde9a","protein_coding","phosphodiesterase 9A [Source:MGI Symbol;Acc:MGI:1277179]"
"ENSMUST00000238006","Pde9a","protein_coding","phosphodiesterase 9A [Source:MGI Symbol;Acc:MGI:1277179]"
"ENSMUST00000236367","Pde9a","retained_intron","phosphodiesterase 9A [Source:MGI Symbol;Acc:MGI:1277179]"
"ENSMUST00000033498","Timm17b","protein_coding","translocase of inner mitochondrial membrane 17b [Source:MGI Symbol;Acc:MGI:1343176]"
"ENSMUST00000150541","Timm17b","retained_intron","translocase of inner mitochondrial membrane 17b [Source:MGI Symbol;Acc:MGI:1343176]"
"ENSMUST00000042329","Nxt2","protein_coding","nuclear transport factor 2-like export factor 2 [Source:MGI Symbol;Acc:MGI:2147914]"
"ENSMUST00000134825","Kcne1l","protein_coding","potassium voltage-gated channel, Isk-related family, member 1-like, pseudogene [Source:MGI Symbol;Acc:MGI:1913490]"
"ENSMUST00000112903","Acsl4","protein_coding","acyl-CoA synthetase long-chain family member 4 [Source:MGI Symbol;Acc:MGI:1354713]"
"ENSMUST00000235226","Gm50138","lncRNA","predicted gene, 50138 [Source:MGI Symbol;Acc:MGI:6302886]"
"ENSMUST00000171171","Wdr4","protein_coding","WD repeat domain 4 [Source:MGI Symbol;Acc:MGI:1889002]"
"ENSMUST00000170176","Wdr4","nonsense_mediated_decay","WD repeat domain 4 [Source:MGI Symbol;Acc:MGI:1889002]"
"ENSMUST00000169454","Wdr4","retained_intron","WD repeat domain 4 [Source:MGI Symbol;Acc:MGI:1889002]"
"ENSMUST00000237807","Wdr4","protein_coding","WD repeat domain 4 [Source:MGI Symbol;Acc:MGI:1889002]"
"ENSMUST00000235946","Gm50103","lncRNA","predicted gene, 50103 [Source:MGI Symbol;Acc:MGI:6302834]"
"ENSMUST00000064798","Ndufv3","protein_coding","NADH:ubiquinone oxidoreductase core subunit V3 [Source:MGI Symbol;Acc:MGI:1890894]"
"ENSMUST00000046288","Ndufv3","protein_coding","NADH:ubiquinone oxidoreductase core subunit V3 [Source:MGI Symbol;Acc:MGI:1890894]"
"ENSMUST00000189436","Ndufv3","protein_coding_CDS_not_defined","NADH:ubiquinone oxidoreductase core subunit V3 [Source:MGI Symbol;Acc:MGI:1890894]"
"ENSMUST00000185273","Ndufv3","protein_coding_CDS_not_defined","NADH:ubiquinone oxidoreductase core subunit V3 [Source:MGI Symbol;Acc:MGI:1890894]"
"ENSMUST00000235158","Gm50105","lncRNA","predicted gene, 50105 [Source:MGI Symbol;Acc:MGI:6302837]"
"ENSMUST00000235397","Gm50455","lncRNA","predicted gene, 50455 [Source:MGI Symbol;Acc:MGI:6324718]"
"ENSMUST00000097352","Pknox1","protein_coding","Pbx/knotted 1 homeobox [Source:MGI Symbol;Acc:MGI:1201409]"
"ENSMUST00000176513","Pknox1","retained_intron","Pbx/knotted 1 homeobox [Source:MGI Symbol;Acc:MGI:1201409]"
"ENSMUST00000060904","Tceal3","protein_coding","transcription elongation factor A (SII)-like 3 [Source:MGI Symbol;Acc:MGI:1913354]"
"ENSMUST00000113100","Tceal3","protein_coding","transcription elongation factor A (SII)-like 3 [Source:MGI Symbol;Acc:MGI:1913354]"
"ENSMUST00000055104","Tceal1","protein_coding","transcription elongation factor A (SII)-like 1 [Source:MGI Symbol;Acc:MGI:2385317]"
"ENSMUST00000169418","Morf4l2","protein_coding","mortality factor 4 like 2 [Source:MGI Symbol;Acc:MGI:1927167]"
"ENSMUST00000236000","Gm50107","lncRNA","predicted gene, 50107 [Source:MGI Symbol;Acc:MGI:6302841]"
"ENSMUST00000236853","Cbs","protein_coding","cystathionine beta-synthase [Source:MGI Symbol;Acc:MGI:88285]"
"ENSMUST00000067801","Cbs","protein_coding","cystathionine beta-synthase [Source:MGI Symbol;Acc:MGI:88285]"
"ENSMUST00000118504","Cbs","protein_coding","cystathionine beta-synthase [Source:MGI Symbol;Acc:MGI:88285]"
"ENSMUST00000078509","Cbs","protein_coding","cystathionine beta-synthase [Source:MGI Symbol;Acc:MGI:88285]"
"ENSMUST00000235180","Cbs","retained_intron","cystathionine beta-synthase [Source:MGI Symbol;Acc:MGI:88285]"
"ENSMUST00000151597","Cbs","retained_intron","cystathionine beta-synthase [Source:MGI Symbol;Acc:MGI:88285]"
"ENSMUST00000134066","BC065397","lncRNA","cDNA sequence BC065397 [Source:MGI Symbol;Acc:MGI:3584520]"
"ENSMUST00000033800","Plp1","protein_coding","proteolipid protein (myelin) 1 [Source:MGI Symbol;Acc:MGI:97623]"
"ENSMUST00000069803","Tmsb15b2","protein_coding","thymosin beta 15b2 [Source:MGI Symbol;Acc:MGI:3843061]"
"ENSMUST00000047852","Fam199x","protein_coding","family with sequence similarity 199, X-linked [Source:MGI Symbol;Acc:MGI:2384304]"
"ENSMUST00000064196","B630019K06Rik","protein_coding","RIKEN cDNA B630019K06 gene [Source:MGI Symbol;Acc:MGI:2147918]"
"ENSMUST00000166526","U2af1","protein_coding","U2 small nuclear ribonucleoprotein auxiliary factor (U2AF) 1 [Source:MGI Symbol;Acc:MGI:98884]"
"ENSMUST00000237323","U2af1","nonsense_mediated_decay","U2 small nuclear ribonucleoprotein auxiliary factor (U2AF) 1 [Source:MGI Symbol;Acc:MGI:98884]"
"ENSMUST00000112248","Mospd2","protein_coding","motile sperm domain containing 2 [Source:MGI Symbol;Acc:MGI:1924013]"
"ENSMUST00000004715","Mospd2","protein_coding","motile sperm domain containing 2 [Source:MGI Symbol;Acc:MGI:1924013]"
"ENSMUST00000024839","Sik1","protein_coding","salt inducible kinase 1 [Source:MGI Symbol;Acc:MGI:104754]"
"ENSMUST00000235350","2310015A16Rik","lncRNA","RIKEN cDNA 2310015A16 gene [Source:MGI Symbol;Acc:MGI:1916811]"
"ENSMUST00000237527","Hsf2bp","protein_coding_CDS_not_defined","heat shock transcription factor 2 binding protein [Source:MGI Symbol;Acc:MGI:1921627]"
"ENSMUST00000002145","Hsf2bp","protein_coding","heat shock transcription factor 2 binding protein [Source:MGI Symbol;Acc:MGI:1921627]"
"ENSMUST00000147076","Rrp1b","retained_intron","ribosomal RNA processing 1B [Source:MGI Symbol;Acc:MGI:1919712]"
"ENSMUST00000136094","Rrp1b","retained_intron","ribosomal RNA processing 1B [Source:MGI Symbol;Acc:MGI:1919712]"
"ENSMUST00000137917","Rrp1b","protein_coding_CDS_not_defined","ribosomal RNA processing 1B [Source:MGI Symbol;Acc:MGI:1919712]"
"ENSMUST00000087723","Notch3","protein_coding","notch 3 [Source:MGI Symbol;Acc:MGI:99460]"
"ENSMUST00000041317","Ammecr1","protein_coding","AMMECR nuclear protein 1 [Source:MGI Symbol;Acc:MGI:1860206]"
"ENSMUST00000001155","Araf","protein_coding","Araf proto-oncogene, serine/threonine kinase [Source:MGI Symbol;Acc:MGI:88065]"
"ENSMUST00000152955","Araf","retained_intron","Araf proto-oncogene, serine/threonine kinase [Source:MGI Symbol;Acc:MGI:88065]"
"ENSMUST00000122312","Araf","protein_coding","Araf proto-oncogene, serine/threonine kinase [Source:MGI Symbol;Acc:MGI:88065]"
"ENSMUST00000120356","Araf","protein_coding","Araf proto-oncogene, serine/threonine kinase [Source:MGI Symbol;Acc:MGI:88065]"
"ENSMUST00000003726","Brd4","protein_coding","bromodomain containing 4 [Source:MGI Symbol;Acc:MGI:1888520]"
"ENSMUST00000121285","Brd4","protein_coding","bromodomain containing 4 [Source:MGI Symbol;Acc:MGI:1888520]"
"ENSMUST00000120276","Brd4","protein_coding","bromodomain containing 4 [Source:MGI Symbol;Acc:MGI:1888520]"
"ENSMUST00000237692","Brd4","protein_coding","bromodomain containing 4 [Source:MGI Symbol;Acc:MGI:1888520]"
"ENSMUST00000002699","Akap8","protein_coding","A kinase (PRKA) anchor protein 8 [Source:MGI Symbol;Acc:MGI:1928488]"
"ENSMUST00000236267","Akap8","nonsense_mediated_decay","A kinase (PRKA) anchor protein 8 [Source:MGI Symbol;Acc:MGI:1928488]"
"ENSMUST00000235764","Akap8","nonsense_mediated_decay","A kinase (PRKA) anchor protein 8 [Source:MGI Symbol;Acc:MGI:1928488]"
"ENSMUST00000237733","Akap8","retained_intron","A kinase (PRKA) anchor protein 8 [Source:MGI Symbol;Acc:MGI:1928488]"
"ENSMUST00000115345","Syn1","protein_coding","synapsin I [Source:MGI Symbol;Acc:MGI:98460]"
"ENSMUST00000081893","Syn1","protein_coding","synapsin I [Source:MGI Symbol;Acc:MGI:98460]"
"ENSMUST00000115342","Timp1","protein_coding","tissue inhibitor of metalloproteinase 1 [Source:MGI Symbol;Acc:MGI:98752]"
"ENSMUST00000009530","Timp1","protein_coding","tissue inhibitor of metalloproteinase 1 [Source:MGI Symbol;Acc:MGI:98752]"
"ENSMUST00000001156","Cfp","protein_coding","complement factor properdin [Source:MGI Symbol;Acc:MGI:97545]"
"ENSMUST00000050214","Akap8l","protein_coding","A kinase (PRKA) anchor protein 8-like [Source:MGI Symbol;Acc:MGI:1860606]"
"ENSMUST00000236503","Akap8l","protein_coding","A kinase (PRKA) anchor protein 8-like [Source:MGI Symbol;Acc:MGI:1860606]"
"ENSMUST00000235724","Akap8l","protein_coding_CDS_not_defined","A kinase (PRKA) anchor protein 8-like [Source:MGI Symbol;Acc:MGI:1860606]"
"ENSMUST00000236765","Akap8l","protein_coding","A kinase (PRKA) anchor protein 8-like [Source:MGI Symbol;Acc:MGI:1860606]"
"ENSMUST00000237936","Akap8l","nonsense_mediated_decay","A kinase (PRKA) anchor protein 8-like [Source:MGI Symbol;Acc:MGI:1860606]"
"ENSMUST00000009550","Elk1","protein_coding","ELK1, member of ETS oncogene family [Source:MGI Symbol;Acc:MGI:101833]"
"ENSMUST00000123836","Uxt","protein_coding","ubiquitously expressed prefoldin like chaperone [Source:MGI Symbol;Acc:MGI:1277988]"
"ENSMUST00000150719","Uxt","retained_intron","ubiquitously expressed prefoldin like chaperone [Source:MGI Symbol;Acc:MGI:1277988]"
"ENSMUST00000123462","A230072C01Rik","lncRNA","RIKEN cDNA A230072C01 gene [Source:MGI Symbol;Acc:MGI:2444644]"
"ENSMUST00000170617","Wiz","nonsense_mediated_decay","widely-interspaced zinc finger motifs [Source:MGI Symbol;Acc:MGI:1332638]"
"ENSMUST00000087703","Wiz","protein_coding","widely-interspaced zinc finger motifs [Source:MGI Symbol;Acc:MGI:1332638]"
"ENSMUST00000163107","Wiz","nonsense_mediated_decay","widely-interspaced zinc finger motifs [Source:MGI Symbol;Acc:MGI:1332638]"
"ENSMUST00000172216","Wiz","retained_intron","widely-interspaced zinc finger motifs [Source:MGI Symbol;Acc:MGI:1332638]"
"ENSMUST00000087699","Wiz","retained_intron","widely-interspaced zinc finger motifs [Source:MGI Symbol;Acc:MGI:1332638]"
"ENSMUST00000040667","Zfp300","protein_coding","zinc finger protein 300 [Source:MGI Symbol;Acc:MGI:3045326]"
"ENSMUST00000132683","Gm5124","transcribed_processed_pseudogene","predicted pseudogene 5124 [Source:MGI Symbol;Acc:MGI:3643622]"
"ENSMUST00000049896","Gpkow","protein_coding","G patch domain and KOW motifs [Source:MGI Symbol;Acc:MGI:1859610]"
"ENSMUST00000208443","Wdr45","protein_coding","WD repeat domain 45 [Source:MGI Symbol;Acc:MGI:1859606]"
"ENSMUST00000115689","Wdr45","protein_coding","WD repeat domain 45 [Source:MGI Symbol;Acc:MGI:1859606]"
"ENSMUST00000115687","Wdr45","protein_coding","WD repeat domain 45 [Source:MGI Symbol;Acc:MGI:1859606]"
"ENSMUST00000208719","Wdr45","protein_coding","WD repeat domain 45 [Source:MGI Symbol;Acc:MGI:1859606]"
"ENSMUST00000063824","Rasal3","protein_coding","RAS protein activator like 3 [Source:MGI Symbol;Acc:MGI:2444128]"
"ENSMUST00000141714","Rasal3","retained_intron","RAS protein activator like 3 [Source:MGI Symbol;Acc:MGI:2444128]"
"ENSMUST00000237003","Cyp4f17","protein_coding","cytochrome P450, family 4, subfamily f, polypeptide 17 [Source:MGI Symbol;Acc:MGI:3646233]"
"ENSMUST00000235238","Cyp4f17","protein_coding","cytochrome P450, family 4, subfamily f, polypeptide 17 [Source:MGI Symbol;Acc:MGI:3646233]"
"ENSMUST00000165515","Cyp4f16","nonsense_mediated_decay","cytochrome P450, family 4, subfamily f, polypeptide 16 [Source:MGI Symbol;Acc:MGI:1917351]"
"ENSMUST00000168346","Cyp4f16","retained_intron","cytochrome P450, family 4, subfamily f, polypeptide 16 [Source:MGI Symbol;Acc:MGI:1917351]"
"ENSMUST00000008801","Cyp4f15","protein_coding","cytochrome P450, family 4, subfamily f, polypeptide 15 [Source:MGI Symbol;Acc:MGI:2146921]"
"ENSMUST00000159086","Zfp871","protein_coding","zinc finger protein 871 [Source:MGI Symbol;Acc:MGI:1921793]"
"ENSMUST00000200914","Zfp811","protein_coding","zinc finger protein 811 [Source:MGI Symbol;Acc:MGI:2682944]"
"ENSMUST00000202988","Zfp799","protein_coding","zinc finger protein 799 [Source:MGI Symbol;Acc:MGI:2443934]"
"ENSMUST00000201876","Zfp799","protein_coding","zinc finger protein 799 [Source:MGI Symbol;Acc:MGI:2443934]"
"ENSMUST00000179695","Zfp799","protein_coding","zinc finger protein 799 [Source:MGI Symbol;Acc:MGI:2443934]"
"ENSMUST00000228075","Zfp870","protein_coding","zinc finger protein 870 [Source:MGI Symbol;Acc:MGI:3029586]"
"ENSMUST00000178401","Zfp870","protein_coding","zinc finger protein 870 [Source:MGI Symbol;Acc:MGI:3029586]"
"ENSMUST00000235058","Cyp4f14","protein_coding","cytochrome P450, family 4, subfamily f, polypeptide 14 [Source:MGI Symbol;Acc:MGI:1927669]"
"ENSMUST00000179434","Cyp4f14","protein_coding","cytochrome P450, family 4, subfamily f, polypeptide 14 [Source:MGI Symbol;Acc:MGI:1927669]"
"ENSMUST00000033489","Praf2","protein_coding","PRA1 domain family 2 [Source:MGI Symbol;Acc:MGI:1859607]"
"ENSMUST00000033490","Ccdc120","protein_coding","coiled-coil domain containing 120 [Source:MGI Symbol;Acc:MGI:1859619]"
"ENSMUST00000075253","Cyp4f13","protein_coding","cytochrome P450, family 4, subfamily f, polypeptide 13 [Source:MGI Symbol;Acc:MGI:2158641]"
"ENSMUST00000235098","Cyp4f13","retained_intron","cytochrome P450, family 4, subfamily f, polypeptide 13 [Source:MGI Symbol;Acc:MGI:2158641]"
"ENSMUST00000146718","Cyp4f13","retained_intron","cytochrome P450, family 4, subfamily f, polypeptide 13 [Source:MGI Symbol;Acc:MGI:2158641]"
"ENSMUST00000143680","Tfe3","retained_intron","transcription factor E3 [Source:MGI Symbol;Acc:MGI:98511]"
"ENSMUST00000115678","Tfe3","protein_coding","transcription factor E3 [Source:MGI Symbol;Acc:MGI:98511]"
"ENSMUST00000126694","Tfe3","retained_intron","transcription factor E3 [Source:MGI Symbol;Acc:MGI:98511]"
"ENSMUST00000039132","Zfp472","protein_coding","zinc finger protein 472 [Source:MGI Symbol;Acc:MGI:2385049]"
"ENSMUST00000129057","Zfp952","protein_coding_CDS_not_defined","zinc finger protein 952 [Source:MGI Symbol;Acc:MGI:2441928]"
"ENSMUST00000141815","Zfp952","protein_coding","zinc finger protein 952 [Source:MGI Symbol;Acc:MGI:2441928]"
"ENSMUST00000087666","Zfp952","protein_coding","zinc finger protein 952 [Source:MGI Symbol;Acc:MGI:2441928]"
"ENSMUST00000087654","Zfp763","protein_coding","zinc finger protein 763 [Source:MGI Symbol;Acc:MGI:1920701]"
"ENSMUST00000131722","Zfp563","protein_coding","zinc finger protein 563 [Source:MGI Symbol;Acc:MGI:2677168]"
"ENSMUST00000208645","Or10h5","protein_coding","olfactory receptor family 10 subfamily H member 5 [Source:MGI Symbol;Acc:MGI:3782645]"
"ENSMUST00000008830","Zfp955a","protein_coding","zinc finger protein 955A [Source:MGI Symbol;Acc:MGI:4834570]"
"ENSMUST00000217023","Or10h28","protein_coding","olfactory receptor family 10 subfamily H member 28 [Source:MGI Symbol;Acc:MGI:1335096]"
"ENSMUST00000099414","Zfp955b","protein_coding","zinc finger protein 955B [Source:MGI Symbol;Acc:MGI:4834573]"
"ENSMUST00000234813","Zfp955b","protein_coding_CDS_not_defined","zinc finger protein 955B [Source:MGI Symbol;Acc:MGI:4834573]"
"ENSMUST00000054072","Zfp81","protein_coding","zinc finger protein 81 [Source:MGI Symbol;Acc:MGI:1890752]"
"ENSMUST00000167107","Zfp101","protein_coding","zinc finger protein 101 [Source:MGI Symbol;Acc:MGI:107547]"
"ENSMUST00000174512","Zfp101","protein_coding","zinc finger protein 101 [Source:MGI Symbol;Acc:MGI:107547]"
"ENSMUST00000234715","Adamts10","protein_coding","a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 10 [Source:MGI Symbol;Acc:MGI:2449112]"
"ENSMUST00000234497","Adamts10","protein_coding","a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 10 [Source:MGI Symbol;Acc:MGI:2449112]"
"ENSMUST00000174348","Adamts10","nonsense_mediated_decay","a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 10 [Source:MGI Symbol;Acc:MGI:2449112]"
"ENSMUST00000174104","Adamts10","retained_intron","a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 10 [Source:MGI Symbol;Acc:MGI:2449112]"
"ENSMUST00000173972","Adamts10","retained_intron","a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 10 [Source:MGI Symbol;Acc:MGI:2449112]"
"ENSMUST00000174666","Adamts10","retained_intron","a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 10 [Source:MGI Symbol;Acc:MGI:2449112]"
"ENSMUST00000065932","Gripap1","protein_coding","GRIP1 associated protein 1 [Source:MGI Symbol;Acc:MGI:1859616]"
"ENSMUST00000115675","Gripap1","protein_coding","GRIP1 associated protein 1 [Source:MGI Symbol;Acc:MGI:1859616]"
"ENSMUST00000101694","Gripap1","protein_coding","GRIP1 associated protein 1 [Source:MGI Symbol;Acc:MGI:1859616]"
"ENSMUST00000141178","Gripap1","protein_coding_CDS_not_defined","GRIP1 associated protein 1 [Source:MGI Symbol;Acc:MGI:1859616]"
"ENSMUST00000144946","Gripap1","retained_intron","GRIP1 associated protein 1 [Source:MGI Symbol;Acc:MGI:1859616]"
"ENSMUST00000087605","Myo1f","protein_coding","myosin IF [Source:MGI Symbol;Acc:MGI:107711]"
"ENSMUST00000173372","Myo1f","nonsense_mediated_decay","myosin IF [Source:MGI Symbol;Acc:MGI:107711]"
"ENSMUST00000173426","Myo1f","retained_intron","myosin IF [Source:MGI Symbol;Acc:MGI:107711]"
"ENSMUST00000188947","Trerf1","retained_intron","transcriptional regulating factor 1 [Source:MGI Symbol;Acc:MGI:2442086]"
"ENSMUST00000190080","Trerf1","protein_coding","transcriptional regulating factor 1 [Source:MGI Symbol;Acc:MGI:2442086]"
"ENSMUST00000191153","Trerf1","retained_intron","transcriptional regulating factor 1 [Source:MGI Symbol;Acc:MGI:2442086]"
"ENSMUST00000009875","Kcnd1","protein_coding","potassium voltage-gated channel, Shal-related family, member 1 [Source:MGI Symbol;Acc:MGI:96671]"
"ENSMUST00000033494","Otud5","protein_coding","OTU domain containing 5 [Source:MGI Symbol;Acc:MGI:1859615]"
"ENSMUST00000115665","Otud5","protein_coding","OTU domain containing 5 [Source:MGI Symbol;Acc:MGI:1859615]"
"ENSMUST00000120737","Mrps10","protein_coding","mitochondrial ribosomal protein S10 [Source:MGI Symbol;Acc:MGI:1928139]"
"ENSMUST00000119945","Mrps10","protein_coding","mitochondrial ribosomal protein S10 [Source:MGI Symbol;Acc:MGI:1928139]"
"ENSMUST00000135418","Mrps10","retained_intron","mitochondrial ribosomal protein S10 [Source:MGI Symbol;Acc:MGI:1928139]"
"ENSMUST00000060752","Mrps10","protein_coding","mitochondrial ribosomal protein S10 [Source:MGI Symbol;Acc:MGI:1928139]"
"ENSMUST00000119841","Mrps10","protein_coding","mitochondrial ribosomal protein S10 [Source:MGI Symbol;Acc:MGI:1928139]"
"ENSMUST00000141699","Mrps10","retained_intron","mitochondrial ribosomal protein S10 [Source:MGI Symbol;Acc:MGI:1928139]"
"ENSMUST00000152497","Mrps10","retained_intron","mitochondrial ribosomal protein S10 [Source:MGI Symbol;Acc:MGI:1928139]"
"ENSMUST00000024774","Guca1b","protein_coding","guanylate cyclase activator 1B [Source:MGI Symbol;Acc:MGI:1194489]"
"ENSMUST00000033495","Pim2","protein_coding","proviral integration site 2 [Source:MGI Symbol;Acc:MGI:97587]"
"ENSMUST00000059348","Guca1a","protein_coding","guanylate cyclase activator 1a (retina) [Source:MGI Symbol;Acc:MGI:102770]"
"ENSMUST00000233174","Taf8","protein_coding","TATA-box binding protein associated factor 8 [Source:MGI Symbol;Acc:MGI:1926879]"
"ENSMUST00000067103","Taf8","protein_coding","TATA-box binding protein associated factor 8 [Source:MGI Symbol;Acc:MGI:1926879]"
"ENSMUST00000233274","Taf8","retained_intron","TATA-box binding protein associated factor 8 [Source:MGI Symbol;Acc:MGI:1926879]"
"ENSMUST00000183044","Ccnd3","protein_coding","cyclin D3 [Source:MGI Symbol;Acc:MGI:88315]"
"ENSMUST00000037333","Ccnd3","protein_coding","cyclin D3 [Source:MGI Symbol;Acc:MGI:88315]"
"ENSMUST00000183061","Ccnd3","retained_intron","cyclin D3 [Source:MGI Symbol;Acc:MGI:88315]"
"ENSMUST00000182281","Ccnd3","retained_intron","cyclin D3 [Source:MGI Symbol;Acc:MGI:88315]"
"ENSMUST00000182209","Ccnd3","protein_coding","cyclin D3 [Source:MGI Symbol;Acc:MGI:88315]"
"ENSMUST00000024783","Bysl","protein_coding","bystin-like [Source:MGI Symbol;Acc:MGI:1858419]"
"ENSMUST00000024778","Med20","protein_coding","mediator complex subunit 20 [Source:MGI Symbol;Acc:MGI:1929648]"
"ENSMUST00000138638","Med20","retained_intron","mediator complex subunit 20 [Source:MGI Symbol;Acc:MGI:1929648]"
"ENSMUST00000146105","Gm20517","retained_intron","predicted gene 20517 [Source:MGI Symbol;Acc:MGI:5141982]"
"ENSMUST00000130830","Gm20517","retained_intron","predicted gene 20517 [Source:MGI Symbol;Acc:MGI:5141982]"
"ENSMUST00000024779","Usp49","protein_coding","ubiquitin specific peptidase 49 [Source:MGI Symbol;Acc:MGI:2685391]"
"ENSMUST00000113302","Tomm6","protein_coding","translocase of outer mitochondrial membrane 6 [Source:MGI Symbol;Acc:MGI:1913369]"
"ENSMUST00000113301","Tomm6","protein_coding","translocase of outer mitochondrial membrane 6 [Source:MGI Symbol;Acc:MGI:1913369]"
"ENSMUST00000155812","Tomm6os","lncRNA","translocase of outer mitochondrial membrane 6, opposite strand [Source:MGI Symbol;Acc:MGI:3705171]"
"ENSMUST00000152214","Prickle4","protein_coding","prickle planar cell polarity protein 4 [Source:MGI Symbol;Acc:MGI:2685785]"
"ENSMUST00000151540","Prickle4","retained_intron","prickle planar cell polarity protein 4 [Source:MGI Symbol;Acc:MGI:2685785]"
"ENSMUST00000134325","Trim26","retained_intron","tripartite motif-containing 26 [Source:MGI Symbol;Acc:MGI:1337056]"
"ENSMUST00000123715","Trim26","protein_coding","tripartite motif-containing 26 [Source:MGI Symbol;Acc:MGI:1337056]"
"ENSMUST00000156872","Trim26","protein_coding_CDS_not_defined","tripartite motif-containing 26 [Source:MGI Symbol;Acc:MGI:1337056]"
"ENSMUST00000174380","1700031A10Rik","lncRNA","RIKEN cDNA 1700031A10 gene [Source:MGI Symbol;Acc:MGI:1920536]"
"ENSMUST00000040402","Ppp1r11","protein_coding","protein phosphatase 1, regulatory inhibitor subunit 11 [Source:MGI Symbol;Acc:MGI:1923747]"
"ENSMUST00000174711","Ppp1r11","protein_coding","protein phosphatase 1, regulatory inhibitor subunit 11 [Source:MGI Symbol;Acc:MGI:1923747]"
"ENSMUST00000113669","Polr1h","protein_coding","RNA polymerase I subunit H [Source:MGI Symbol;Acc:MGI:1913386]"
"ENSMUST00000172518","Polr1h","protein_coding","RNA polymerase I subunit H [Source:MGI Symbol;Acc:MGI:1913386]"
"ENSMUST00000145260","H2-M5","retained_intron","histocompatibility 2, M region locus 5 [Source:MGI Symbol;Acc:MGI:95917]"
"ENSMUST00000174524","Zfp57","protein_coding","zinc finger protein 57 [Source:MGI Symbol;Acc:MGI:99204]"
"ENSMUST00000174672","Zfp57","protein_coding","zinc finger protein 57 [Source:MGI Symbol;Acc:MGI:99204]"
"ENSMUST00000025338","Gabbr1","protein_coding","gamma-aminobutyric acid (GABA) B receptor, 1 [Source:MGI Symbol;Acc:MGI:1860139]"
